,Gender,EthnicGroup,ParentEduc,LunchType,Numberof Siblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
425,1,group C,some high school,standard,0,school_bus,5 - 10,45,51,56
426,0,group D,some college,standard,1,private,5 - 10,64,63,68
427,0,group B,high school,standard,2,private,5 - 10,81,60,66
428,1,group B,bachelor's degree,standard,2,school_bus,> 10,67,75,82
429,1,group C,high school,standard,5,school_bus,5 - 10,75,88,85
430,0,group A,high school,standard,0,school_bus,5 - 10,71,74,64
431,1,group D,some high school,standard,2,private,< 5,75,89,84
432,0,group E,some college,standard,2,private,5 - 10,88,77,75
433,0,group D,high school,standard,3,school_bus,> 10,42,52,52
434,1,group D,associate's degree,free/reduced,1,school_bus,> 10,76,89,91
435,1,group B,some high school,free/reduced,2,private,< 5,67,78,75
436,0,group B,high school,standard,1,school_bus,< 5,67,64,58
437,1,group B,bachelor's degree,standard,1,school_bus,5 - 10,63,79,78
438,1,group A,high school,standard,7,private,5 - 10,70,81,77
439,1,group D,some college,standard,2,school_bus,< 5,82,84,96
440,1,group A,associate's degree,standard,2,school_bus,5 - 10,65,70,74
441,1,group B,some high school,standard,1,school_bus,5 - 10,73,79,79
442,0,group C,associate's degree,free/reduced,5,school_bus,> 10,79,68,65
443,0,group D,some high school,standard,1,school_bus,> 10,71,66,62
444,1,group D,associate's degree,free/reduced,3,school_bus,5 - 10,43,60,58
445,0,group D,associate's degree,standard,4,private,5 - 10,90,87,85
446,1,group D,some college,free/reduced,2,private,< 5,54,70,69
447,1,group C,high school,standard,5,school_bus,5 - 10,65,69,67
448,1,group C,some college,free/reduced,2,school_bus,5 - 10,63,73,71
449,1,group B,bachelor's degree,free/reduced,4,school_bus,< 5,74,83,85
450,0,group D,associate's degree,standard,3,private,5 - 10,81,72,77
451,1,group C,high school,free/reduced,2,school_bus,< 5,62,73,64
452,0,group D,associate's degree,free/reduced,0,school_bus,< 5,50,56,49
453,1,group C,some college,standard,1,private,5 - 10,71,79,77
454,1,group C,associate's degree,standard,2,private,5 - 10,65,84,84
455,1,group D,high school,standard,2,private,5 - 10,71,78,79
456,0,group D,some college,free/reduced,3,school_bus,5 - 10,63,61,60
457,1,group D,high school,standard,6,school_bus,< 5,66,71,74
458,0,group B,high school,standard,2,school_bus,5 - 10,63,55,55
459,0,group B,some college,standard,1,school_bus,< 5,61,65,68
460,1,group E,master's degree,standard,2,school_bus,> 10,97,100,100
461,0,group E,some college,standard,0,school_bus,5 - 10,85,75,68
462,0,group A,high school,free/reduced,2,school_bus,5 - 10,53,58,44
463,0,group E,some college,free/reduced,3,private,5 - 10,93,90,83
464,1,group C,associate's degree,standard,5,school_bus,5 - 10,47,52,51
465,1,group E,associate's degree,free/reduced,1,private,< 5,70,74,76
466,1,group D,associate's degree,standard,2,school_bus,5 - 10,79,78,74
467,1,group C,some high school,standard,1,school_bus,5 - 10,49,63,56
468,1,group D,some college,free/reduced,2,school_bus,> 10,81,90,87
469,1,group A,bachelor's degree,standard,3,private,< 5,57,70,68
470,1,group D,associate's degree,standard,2,school_bus,5 - 10,57,78,79
471,0,group C,high school,free/reduced,3,private,5 - 10,64,65,57
472,1,group E,bachelor's degree,standard,4,school_bus,5 - 10,81,82,84
473,1,group B,some high school,free/reduced,3,school_bus,< 5,57,62,62
474,0,group D,high school,standard,2,private,5 - 10,47,34,36
475,0,group C,some college,standard,3,private,5 - 10,66,59,52
476,0,group D,high school,standard,2,school_bus,< 5,83,84,75
477,1,group D,associate's degree,free/reduced,0,school_bus,5 - 10,42,61,58
478,1,group E,some high school,standard,2,school_bus,5 - 10,80,85,85
479,1,group D,some college,standard,3,school_bus,5 - 10,98,100,99
480,0,group D,master's degree,standard,1,school_bus,< 5,79,81,84
481,1,group B,some high school,standard,1,school_bus,> 10,63,72,77
482,1,group B,associate's degree,free/reduced,0,private,< 5,75,93,87
483,1,group C,associate's degree,standard,4,private,5 - 10,96,96,99
484,0,group E,associate's degree,free/reduced,0,school_bus,< 5,85,70,76
485,1,group C,some college,free/reduced,2,private,5 - 10,63,73,71
486,0,group D,some high school,free/reduced,1,school_bus,5 - 10,56,59,60
487,1,group B,some high school,free/reduced,2,school_bus,< 5,73,89,88
488,0,group C,high school,standard,2,school_bus,5 - 10,51,48,43
489,0,group B,some college,standard,4,school_bus,> 10,48,43,41
490,0,group E,some high school,standard,0,school_bus,5 - 10,70,51,58
491,1,group D,high school,free/reduced,1,private,< 5,70,90,82
492,0,group C,some college,standard,3,private,< 5,52,38,37
493,1,group B,associate's degree,free/reduced,5,private,< 5,65,75,78
494,1,group C,some college,standard,2,private,> 10,86,88,93
495,1,group E,some college,free/reduced,1,school_bus,> 10,52,57,56
496,0,group C,master's degree,standard,5,private,< 5,64,56,57
497,0,group D,associate's degree,standard,2,school_bus,5 - 10,81,71,73
498,0,group C,high school,free/reduced,0,private,5 - 10,62,60,56
499,1,group C,high school,standard,4,private,5 - 10,81,84,82
500,1,group C,associate's degree,standard,4,school_bus,5 - 10,59,73,72
501,0,group B,some college,free/reduced,2,private,5 - 10,56,55,48
502,0,group C,some college,standard,1,school_bus,5 - 10,69,64,68
503,0,group B,some college,standard,4,school_bus,5 - 10,87,84,86
504,0,group E,some college,standard,1,private,> 10,67,71,64
505,1,group C,some high school,standard,1,private,5 - 10,77,90,85
506,0,group C,associate's degree,free/reduced,4,school_bus,5 - 10,59,55,54
507,1,group E,associate's degree,standard,4,school_bus,> 10,86,96,93
508,0,group D,some college,standard,2,private,> 10,56,58,53
509,1,group D,some college,free/reduced,5,private,5 - 10,53,59,66
510,0,group B,some college,standard,1,school_bus,5 - 10,69,77,77
511,1,group C,high school,free/reduced,1,school_bus,5 - 10,53,72,64
512,1,group D,some high school,standard,1,school_bus,5 - 10,48,58,54
513,0,group D,some high school,standard,4,school_bus,5 - 10,75,79,83
514,1,group B,high school,standard,2,private,5 - 10,60,61,61
515,0,group D,some college,standard,0,school_bus,5 - 10,60,63,59
516,1,group B,high school,standard,0,school_bus,5 - 10,74,72,72
517,0,group B,high school,standard,0,school_bus,5 - 10,76,62,60
518,1,group D,some high school,standard,1,private,> 10,67,70,74
519,0,group A,some college,free/reduced,1,school_bus,5 - 10,56,59,55
520,0,group B,high school,standard,0,private,< 5,50,47,48
521,0,group D,bachelor's degree,standard,3,school_bus,> 10,79,75,77
522,1,group B,some high school,free/reduced,0,school_bus,< 5,48,65,68
523,1,group C,bachelor's degree,free/reduced,3,school_bus,5 - 10,62,78,79
524,1,group B,some high school,free/reduced,4,private,< 5,48,57,55
525,1,group B,high school,standard,1,private,< 5,65,71,70
526,1,group C,some college,free/reduced,4,private,5 - 10,36,44,44
527,0,group E,associate's degree,standard,1,school_bus,5 - 10,96,86,84
528,1,group D,associate's degree,free/reduced,2,school_bus,5 - 10,47,56,58
529,1,group B,master's degree,standard,1,school_bus,< 5,75,90,84
530,1,group C,associate's degree,standard,4,school_bus,5 - 10,52,59,62
531,0,group C,bachelor's degree,standard,3,school_bus,< 5,88,79,77
532,1,group B,some high school,standard,2,private,5 - 10,32,51,44
533,1,group E,some high school,free/reduced,1,school_bus,5 - 10,74,80,78
534,1,group B,some college,standard,4,private,< 5,18,37,32
535,0,group C,associate's degree,free/reduced,1,school_bus,5 - 10,70,65,62
536,1,group C,master's degree,free/reduced,3,private,5 - 10,52,65,61
537,0,group D,high school,free/reduced,0,school_bus,< 5,65,73,69
538,0,group E,some high school,standard,1,private,< 5,83,81,73
539,1,group B,high school,standard,1,school_bus,5 - 10,43,52,52
540,1,group E,associate's degree,free/reduced,3,private,5 - 10,58,69,74
541,0,group D,high school,standard,0,private,5 - 10,70,70,70
542,1,group E,associate's degree,free/reduced,0,school_bus,5 - 10,70,84,81
543,1,group B,some college,standard,1,school_bus,5 - 10,84,86,89
544,1,group C,some college,standard,3,school_bus,5 - 10,70,74,76
545,1,group D,some college,free/reduced,2,school_bus,< 5,62,72,73
546,0,group C,high school,standard,5,private,5 - 10,90,75,69
547,0,group B,bachelor's degree,standard,3,school_bus,5 - 10,59,54,51
548,0,group A,some high school,standard,1,private,5 - 10,51,31,36
549,0,group A,high school,free/reduced,1,school_bus,> 10,46,47,49
550,1,group C,master's degree,standard,3,school_bus,< 5,53,63,67
551,0,group E,some high school,standard,2,school_bus,> 10,89,85,77
552,0,group D,bachelor's degree,free/reduced,0,school_bus,5 - 10,62,71,77
553,1,group B,high school,free/reduced,1,private,5 - 10,60,72,68
554,1,group C,some high school,standard,3,private,< 5,74,89,86
555,1,group A,some high school,standard,3,school_bus,5 - 10,85,90,92
556,0,group E,some college,free/reduced,1,private,5 - 10,50,52,52
557,1,group C,some high school,free/reduced,3,private,> 10,49,58,53
558,0,group C,high school,standard,0,school_bus,< 5,61,66,58
559,1,group C,associate's degree,free/reduced,3,school_bus,5 - 10,56,68,70
560,0,group B,some high school,standard,0,school_bus,< 5,67,53,53
561,1,group A,some college,free/reduced,3,school_bus,> 10,64,61,59
562,0,group A,bachelor's degree,standard,1,school_bus,> 10,63,59,57
563,0,group B,some college,standard,2,school_bus,5 - 10,59,50,46
564,1,group C,high school,standard,2,school_bus,5 - 10,61,64,75
565,0,group E,high school,standard,3,private,> 10,77,65,59
566,1,group A,high school,standard,6,school_bus,> 10,79,84,82
567,0,group B,associate's degree,free/reduced,1,school_bus,< 5,57,56,53
568,1,group D,high school,free/reduced,4,school_bus,5 - 10,39,52,46
569,0,group C,some high school,standard,0,school_bus,5 - 10,65,58,52
570,1,group B,high school,free/reduced,2,private,> 10,23,44,36
571,0,group B,some college,free/reduced,2,school_bus,> 10,76,78,77
572,1,group D,some high school,free/reduced,0,school_bus,< 5,39,64,64
573,0,group E,master's degree,standard,1,private,< 5,88,85,84
574,0,group C,master's degree,standard,7,private,5 - 10,91,85,85
575,1,group C,high school,standard,4,private,5 - 10,60,73,69
576,0,group D,associate's degree,standard,0,school_bus,5 - 10,82,76,70
577,1,group A,high school,standard,3,private,< 5,59,66,61
578,0,group E,some high school,standard,2,private,< 5,77,65,58
579,0,group C,some high school,standard,2,school_bus,5 - 10,62,64,55
580,1,group B,bachelor's degree,standard,0,private,< 5,96,96,96
581,0,group B,some college,free/reduced,1,school_bus,5 - 10,77,69,66
582,1,group C,bachelor's degree,standard,2,private,5 - 10,66,80,83
583,0,group B,high school,standard,3,school_bus,5 - 10,53,49,47
584,0,group C,associate's degree,free/reduced,3,school_bus,5 - 10,87,73,72
585,1,group E,master's degree,free/reduced,4,school_bus,> 10,83,87,88
586,0,group D,bachelor's degree,free/reduced,2,private,< 5,37,41,37
587,1,group C,some college,standard,1,private,< 5,70,70,80
588,0,group C,associate's degree,standard,3,school_bus,5 - 10,99,94,93
589,0,group E,associate's degree,free/reduced,3,school_bus,> 10,80,75,73
590,0,group C,associate's degree,free/reduced,2,school_bus,> 10,51,52,53
591,0,group B,high school,standard,1,school_bus,5 - 10,59,58,47
592,0,group B,associate's degree,standard,1,private,5 - 10,82,84,78
593,0,group E,associate's degree,free/reduced,1,school_bus,< 5,84,87,78
594,1,group C,bachelor's degree,free/reduced,3,private,< 5,41,61,59
595,0,group D,some college,standard,3,school_bus,5 - 10,81,82,84
596,0,group C,some high school,standard,2,private,5 - 10,57,61,54
597,0,group C,bachelor's degree,standard,3,school_bus,< 5,61,63,64
598,1,group E,bachelor's degree,standard,3,school_bus,< 5,70,69,70
599,1,group B,high school,free/reduced,5,private,> 10,67,75,74
600,0,group D,bachelor's degree,free/reduced,1,school_bus,> 10,56,46,44
601,1,group D,some college,free/reduced,3,school_bus,5 - 10,69,65,74
602,0,group D,high school,free/reduced,3,school_bus,< 5,42,50,47
603,1,group E,some college,standard,1,private,5 - 10,88,86,93
604,1,group E,associate's degree,standard,1,school_bus,5 - 10,87,93,87
605,0,group D,some high school,standard,0,private,> 10,90,75,76
606,1,group E,associate's degree,standard,3,school_bus,< 5,55,60,65
607,0,group B,high school,free/reduced,3,school_bus,5 - 10,37,29,27
608,1,group B,some high school,free/reduced,3,private,< 5,62,77,79
609,1,group D,some high school,standard,1,private,5 - 10,65,78,82
610,0,group D,master's degree,standard,3,private,5 - 10,85,84,89
611,1,group C,master's degree,standard,2,school_bus,5 - 10,73,79,76
612,1,group D,bachelor's degree,free/reduced,0,private,5 - 10,93,100,100
613,1,group D,some high school,free/reduced,4,school_bus,5 - 10,69,85,86
614,1,group D,some college,standard,5,private,> 10,83,86,95
615,1,group C,bachelor's degree,free/reduced,1,school_bus,5 - 10,67,75,72
616,0,group D,bachelor's degree,free/reduced,3,private,5 - 10,50,42,48
617,1,group A,some college,standard,1,school_bus,5 - 10,71,85,84
618,1,group C,bachelor's degree,standard,3,private,5 - 10,52,61,66
619,1,group C,bachelor's degree,free/reduced,2,school_bus,< 5,46,61,66
620,1,group B,associate's degree,free/reduced,2,school_bus,> 10,47,61,56
621,1,group E,some college,standard,2,private,5 - 10,70,71,67
622,0,group E,bachelor's degree,standard,7,private,5 - 10,100,100,100
623,1,group C,high school,standard,1,private,< 5,43,60,52
624,1,group C,associate's degree,standard,0,private,5 - 10,58,78,82
625,0,group B,some college,standard,1,school_bus,5 - 10,91,96,91
626,0,group D,high school,free/reduced,1,private,5 - 10,71,71,68
627,0,group D,high school,standard,1,school_bus,< 5,71,65,66
628,1,group B,associate's degree,free/reduced,1,school_bus,5 - 10,54,65,65
629,0,group D,high school,free/reduced,0,school_bus,5 - 10,74,70,69
630,0,group E,some high school,standard,2,school_bus,5 - 10,76,64,61
631,1,group D,high school,free/reduced,1,school_bus,> 10,66,61,72
632,0,group E,associate's degree,free/reduced,0,school_bus,5 - 10,46,43,44
633,1,group C,some high school,free/reduced,2,private,< 5,45,54,48
634,0,group D,associate's degree,free/reduced,2,private,5 - 10,62,72,74
635,0,group C,associate's degree,standard,2,school_bus,> 10,100,88,91
636,0,group D,some college,free/reduced,0,private,5 - 10,72,63,59
637,0,group A,associate's degree,standard,1,school_bus,5 - 10,64,56,51
638,1,group E,high school,free/reduced,1,private,< 5,56,57,57
639,0,group D,some college,standard,1,private,5 - 10,85,81,85
640,0,group C,master's degree,free/reduced,0,school_bus,5 - 10,70,66,72
641,1,group D,master's degree,standard,1,school_bus,5 - 10,81,94,100
642,0,group C,high school,standard,0,private,< 5,80,65,64
643,0,group A,some high school,free/reduced,3,school_bus,5 - 10,61,62,61
644,1,group B,high school,standard,3,private,< 5,56,66,59
645,1,group C,associate's degree,standard,1,school_bus,5 - 10,55,61,59
646,0,group B,high school,standard,3,private,< 5,79,80,78
647,1,group D,some college,free/reduced,1,private,< 5,47,57,58
648,0,group B,some high school,free/reduced,1,school_bus,< 5,48,49,52
649,1,group E,high school,free/reduced,3,private,> 10,58,76,74
650,0,group E,high school,standard,0,private,5 - 10,91,71,69
651,1,group E,some high school,free/reduced,1,private,5 - 10,74,74,72
652,1,group C,some college,standard,2,private,< 5,60,67,67
653,0,group E,associate's degree,standard,5,school_bus,> 10,76,58,64
654,0,group C,some college,standard,0,private,5 - 10,86,88,83
655,1,group D,high school,standard,1,school_bus,< 5,44,62,59
656,0,group C,high school,standard,3,private,5 - 10,75,81,71
657,1,group A,some college,standard,2,school_bus,5 - 10,57,58,65
658,1,group D,some high school,free/reduced,4,school_bus,5 - 10,49,54,54
659,1,group E,associate's degree,standard,3,school_bus,5 - 10,100,100,100
660,0,group A,some high school,standard,1,school_bus,5 - 10,67,69,65
661,0,group C,some college,standard,4,school_bus,< 5,59,61,57
662,1,group B,bachelor's degree,standard,1,school_bus,5 - 10,72,82,78
663,1,group D,bachelor's degree,standard,0,school_bus,5 - 10,91,100,100
